source_stem,style,audio_file,emotion_match_1_5,naturalness_1_5,intelligibility_1_5,identity_shift_1_5,notes
cremad_1004,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1004_fear.wav,,,,,
cremad_1004,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1004_happy.wav,,,,,
cremad_1004,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1004_neutral.wav,,,,,
cremad_1004,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1004_sad.wav,,,,,
cremad_1004,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1004_whisper.wav,,,,,
cremad_1006,anger,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1006_anger.wav,,,,,
cremad_1006,confused,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1006_confused.wav,,,,,
cremad_1006,disgust,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1006_disgust.wav,,,,,
cremad_1006,enunciated,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1006_enunciated.wav,,,,,
cremad_1006,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1006_fear.wav,,,,,
cremad_1006,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1006_happy.wav,,,,,
cremad_1006,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1006_neutral.wav,,,,,
cremad_1006,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1006_sad.wav,,,,,
cremad_1006,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1006_whisper.wav,,,,,
cremad_1007,anger,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1007_anger.wav,,,,,
cremad_1007,confused,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1007_confused.wav,,,,,
cremad_1007,disgust,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1007_disgust.wav,,,,,
cremad_1007,enunciated,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1007_enunciated.wav,,,,,
cremad_1007,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1007_fear.wav,,,,,
cremad_1007,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1007_happy.wav,,,,,
cremad_1007,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1007_neutral.wav,,,,,
cremad_1007,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1007_sad.wav,,,,,
cremad_1007,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1007_whisper.wav,,,,,
cremad_1023,anger,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1023_anger.wav,,,,,
cremad_1023,confused,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1023_confused.wav,,,,,
cremad_1023,disgust,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1023_disgust.wav,,,,,
cremad_1023,enunciated,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1023_enunciated.wav,,,,,
cremad_1023,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1023_fear.wav,,,,,
cremad_1023,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1023_happy.wav,,,,,
cremad_1023,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1023_neutral.wav,,,,,
cremad_1023,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1023_sad.wav,,,,,
cremad_1023,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1023_whisper.wav,,,,,
cremad_1045,anger,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1045_anger.wav,,,,,
cremad_1045,confused,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1045_confused.wav,,,,,
cremad_1045,disgust,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1045_disgust.wav,,,,,
cremad_1045,enunciated,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1045_enunciated.wav,,,,,
cremad_1045,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1045_fear.wav,,,,,
cremad_1045,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1045_happy.wav,,,,,
cremad_1045,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1045_neutral.wav,,,,,
cremad_1045,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1045_sad.wav,,,,,
cremad_1045,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1045_whisper.wav,,,,,
cremad_1076,anger,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1076_anger.wav,,,,,
cremad_1076,confused,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1076_confused.wav,,,,,
cremad_1076,disgust,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1076_disgust.wav,,,,,
cremad_1076,enunciated,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1076_enunciated.wav,,,,,
cremad_1076,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1076_fear.wav,,,,,
cremad_1076,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1076_happy.wav,,,,,
cremad_1076,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1076_neutral.wav,,,,,
cremad_1076,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1076_sad.wav,,,,,
cremad_1076,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/cremad_1076_whisper.wav,,,,,
female_1_cremad_1002,anger,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_1_cremad_1002_anger.wav,,,,,
female_1_cremad_1002,confused,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_1_cremad_1002_confused.wav,,,,,
female_1_cremad_1002,disgust,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_1_cremad_1002_disgust.wav,,,,,
female_1_cremad_1002,enunciated,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_1_cremad_1002_enunciated.wav,,,,,
female_1_cremad_1002,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_1_cremad_1002_fear.wav,,,,,
female_1_cremad_1002,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_1_cremad_1002_happy.wav,,,,,
female_1_cremad_1002,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_1_cremad_1002_neutral.wav,,,,,
female_1_cremad_1002,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_1_cremad_1002_sad.wav,,,,,
female_1_cremad_1002,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_1_cremad_1002_whisper.wav,,,,,
female_2_cremad_1012,anger,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_2_cremad_1012_anger.wav,,,,,
female_2_cremad_1012,confused,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_2_cremad_1012_confused.wav,,,,,
female_2_cremad_1012,disgust,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_2_cremad_1012_disgust.wav,,,,,
female_2_cremad_1012,enunciated,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_2_cremad_1012_enunciated.wav,,,,,
female_2_cremad_1012,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_2_cremad_1012_fear.wav,,,,,
female_2_cremad_1012,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_2_cremad_1012_happy.wav,,,,,
female_2_cremad_1012,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_2_cremad_1012_neutral.wav,,,,,
female_2_cremad_1012,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_2_cremad_1012_sad.wav,,,,,
female_2_cremad_1012,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/female_2_cremad_1012_whisper.wav,,,,,
male_1_cremad_1003,anger,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_1_cremad_1003_anger.wav,,,,,
male_1_cremad_1003,confused,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_1_cremad_1003_confused.wav,,,,,
male_1_cremad_1003,disgust,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_1_cremad_1003_disgust.wav,,,,,
male_1_cremad_1003,enunciated,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_1_cremad_1003_enunciated.wav,,,,,
male_1_cremad_1003,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_1_cremad_1003_fear.wav,,,,,
male_1_cremad_1003,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_1_cremad_1003_happy.wav,,,,,
male_1_cremad_1003,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_1_cremad_1003_neutral.wav,,,,,
male_1_cremad_1003,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_1_cremad_1003_sad.wav,,,,,
male_1_cremad_1003,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_1_cremad_1003_whisper.wav,,,,,
male_2_cremad_1051,anger,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_2_cremad_1051_anger.wav,,,,,
male_2_cremad_1051,confused,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_2_cremad_1051_confused.wav,,,,,
male_2_cremad_1051,disgust,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_2_cremad_1051_disgust.wav,,,,,
male_2_cremad_1051,enunciated,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_2_cremad_1051_enunciated.wav,,,,,
male_2_cremad_1051,fear,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_2_cremad_1051_fear.wav,,,,,
male_2_cremad_1051,happy,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_2_cremad_1051_happy.wav,,,,,
male_2_cremad_1051,neutral,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_2_cremad_1051_neutral.wav,,,,,
male_2_cremad_1051,sad,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_2_cremad_1051_sad.wav,,,,,
male_2_cremad_1051,whisper,/Users/steve/UVM-plaid/dp-vc/output/mixed_teacher_cvrare_hybrid_style_distill_labeled_warmup_content_guard_eval/male_2_cremad_1051_whisper.wav,,,,,
