gender,speaker_id,available_clips,selected_clips,clip_paths,ages,accents
female,5e282e3e11172f5cc80fdcd39fe8e4d7fde6acf4de0cbffc86abe295ac22c3558a2426ac52f0c012ae9499ffecf6facee09c4029ecc2c114c6063ca14bc1a085,3,2,common_voice_en_504906.mp3;common_voice_en_504907.mp3,twenties,United States English
female,319ecb87b8cb0179478187dbaaa45e976c19f13eed1857152b8a5892aa5eae7b6929559e234d7780d34c4ea000d85f6bf12e51a416f33f5c50738eb7988d4204,3,2,common_voice_en_39926455.mp3;common_voice_en_39926458.mp3,teens,Irish English
female,0bfdd76be09f4da3d14e625b5727f98bfd75a8bf5b16a8306335833caf65bfc7d4b28e2b04df6bcb67646c9dcf13ccb8fa91d83c1fedddd6049569ae28f271f1,3,2,common_voice_en_26287633.mp3;common_voice_en_26287634.mp3,twenties,
female,502fafe99237f31bbc69a6b5b26da283fd5d0960b30dd5d97748d873ced8732ce4f5e768423a4ec782af1fea62a280e6c1e308eacf5c6c56b6229eaa7866ab99,3,2,common_voice_en_18855448.mp3;common_voice_en_18855450.mp3,thirties,Canadian English
female,10313ef9e29565c641871f0c54c796af6b91fe165951172d9eb8c01403adad32507b791d27c68ef6bea013365e886fc2ca7668b9c8f8f95810998266f7ccc655,3,2,common_voice_en_18707935.mp3;common_voice_en_18707936.mp3,fourties,United States English
female,40ef4ce237bab10c1a1be431df0ae5d39504963073290b5ddd0b2ffe6c8c95cdabf4cc3dbb2b6387d968d3f80a9bbcff94651faf74520e1e6f0ec2cda69f80dc,3,2,common_voice_en_37073528.mp3;common_voice_en_37073530.mp3,fourties,England English
female,076c4c79fd0a1682193b96ebe1b8aa91f9edc7d8b5024c54ed982900493edcc335c222fd9439c8dfcbde29704d9c95d425af20881d4f11e8d0f107fc301c6717,3,2,common_voice_en_34891885.mp3;common_voice_en_34891886.mp3,twenties,Hong Kong English
female,2dbe4a78ca2380d6de234323b16dbab310500a28f3e158324bdc16e1d42e44247be29172b26888511eb5d959ff11c7e50a57d6aa492d9b5bbe3ddff0be983f6f,3,2,common_voice_en_530396.mp3;common_voice_en_530398.mp3,thirties,United States English
female,374be4cc0ea93323baee13f53729bd9cde51415311a0108e1f6959520505cdaae37c308323c259a00edac8be149105f41e5a814d191f80d2480e891568b96e8c,3,2,common_voice_en_18613156.mp3;common_voice_en_18613157.mp3,twenties,
female,3a44840ab2c31abf6d00fa6e044d3514ce4cdc6033a49894c9967ebd78307b576f85151c4c7410a2280edc067d4c21d99d155650be93d5576bd54eef693c2df4,3,2,common_voice_en_19175551.mp3;common_voice_en_19175552.mp3,twenties,"India and South Asia (India, Pakistan, Sri Lanka)"
female,0ee218e152675956b0fd38dd80ce68ba63ce60c1fcecb15b7659693ff25308c5b34877b5f39b5262dbd06ea763a28b41806cc53e2deba752d1c516da1fdd9d07,3,2,common_voice_en_39039231.mp3;common_voice_en_39043506.mp3,twenties,
female,3b05a3e9ab1c84cfce1bb9e08e8fe18ef17f40a51dade73df0f485cc390613a5050973c99ef95015298d84d824955f8912c4a5600303c6046456af156f404174,3,2,common_voice_en_19680732.mp3;common_voice_en_19680737.mp3,twenties,Filipino
female,712fcfa9b645fa6f3ecdf6dd121c5142e0a55d0613e31f5969b736f6f52775efcb2dafb652703529e6b279a85872fd7435fb1afdc9ebb515ec95e50e8dca21b4,3,2,common_voice_en_20432268.mp3;common_voice_en_20432269.mp3,twenties,
female,7a28e2980368ce6ac49918cd733e80c55e709c8da6ae124d85d6e99baa180bfe0ac9cd00afea13b53a79f94441612ebf812cd51ffc18731c5740fe565cdc5b03,3,2,common_voice_en_79860.mp3;common_voice_en_79861.mp3,twenties,United States English
female,563bb84a1146ee7ff4b2c61db87ad45e6beb85d326974bce2defcdd8ce707c0d6b9b06e6dfd359585697a704f992ecdb2551f1016ed244fe3489aefd95f1edb8,3,2,common_voice_en_38518229.mp3;common_voice_en_38518231.mp3,thirties,United States English
female,708fa52409ec4f4af5e30dafa06feb8709cfa21e224efdef6e8bacb2d08c35f340f3ae8388d33c8b73ee78ce9a6bdf47d93c8c3947799f6a20519e01ff2686ae,3,2,common_voice_en_24582563.mp3;common_voice_en_24582565.mp3,twenties,
female,1874d16c6a381ca9759c5a8ef256c89a11d864610ee29d74a86dbafe3d56f6edaee3761cdc4d72803c214c68ff06c11abee01ffa04c8f177b6a508eb2d288c61,3,2,common_voice_en_17266193.mp3;common_voice_en_17266194.mp3,sixties,United States English
female,5a5aebd445894ec922446b020c663fd4f217f71295cacc36001707b023da94408f16a9f167686c83bfe9be29b8556229866b458aea17fe04138f6ee835a8b298,3,2,common_voice_en_26610415.mp3;common_voice_en_26610416.mp3,thirties,United States English
female,3667c87935f1bcc8e8134eede9226e52b7b155410a40a6981f593b469c5f49fc33fe6ca2bca97c87c00557c5c2887d8b61f9160749c928a76b248038c1329c25,3,2,common_voice_en_21689993.mp3;common_voice_en_21689994.mp3,twenties,
female,74843d5f1ff5aae5aaa6a23e20e9f1d7e4daa062c9457232dfb9f309daa45c742af9be5d4cc95b0264b7de6946daa53a188427a8af9ec68e3b5ffe627da98b5b,3,2,common_voice_en_212909.mp3;common_voice_en_212910.mp3,thirties,United States English
female,1a799442ba751061a5b726bd3c39905d043c943340b2e6c6bb4086b7c77efe2fa78099c0960920b04078b04d889f1caf023dc26ab0430dd848f3df5a2e6a933a,3,2,common_voice_en_18480293.mp3;common_voice_en_18480294.mp3,twenties,"India and South Asia (India, Pakistan, Sri Lanka)"
female,0091e3735855f1975c3e1b998e14b9fd9b5896ded79a577b415d32afe38cc80fcfe994bb6ce1ea87f1cf9f3cfa4f4765283086189b1877bfed11c83b02f3e479,3,2,common_voice_en_18309496.mp3;common_voice_en_18309498.mp3,thirties,
female,7f5aa89f1ccc780e22bf02181512f45d18d6600d13adc9b318f30e4ddc841a4bb5e1b71bbc7ae1ce5834bf759590ece6a4eceaf5548333705d059245396b15a5,3,2,common_voice_en_19934212.mp3;common_voice_en_19934241.mp3,twenties,United States English
female,75019c3721cc0367df6c992272da5fad3d51148c2ca54f76c4ef060f170dfbea26c4bf4fbca65a2ab43d201546afdfb015678599d383077e7db3b7e26d907a77,3,2,common_voice_en_40007686.mp3;common_voice_en_40007690.mp3,twenties,United States English
female,40bfd9d49860127a5402adc19dd89fe1f4105c1919bf9945c8ff41c9402bf900fe221f4389eb7f957c58116acb9e18bec9556d2048d4a710ffc1c36c505769ec,3,2,common_voice_en_18788899.mp3;common_voice_en_18788901.mp3,twenties,United States English
female,7dae743b676a8dc6df8b9171f22a9f5488767abdacfc2ec564c0395cc94b816bdb72aeaf8e287dff7d795d577637a3e59a9a6511883627564c0841387029d6c9,3,2,common_voice_en_19809778.mp3;common_voice_en_19809781.mp3,twenties,Hong Kong English
female,3e4f0751c3f552a7b3f3f750ddf65203506792b484bdabcf520f8714b8d1a7b86e06632d9a2f3d820ae3e51cc2f50e2728f942d1841dca63b54efccec215181a,3,2,common_voice_en_19471374.mp3;common_voice_en_19471375.mp3,fourties,United States English
female,78777b735fc60571aa91ca058012bc5397b0e7f9c3bbbae72d7e85491857aa20ff4ca58a0577c49fb45bb769e7dd36ff2aeb78ffa6116e0a6fcbc8f6fc165517,3,2,common_voice_en_25697273.mp3;common_voice_en_25697276.mp3,twenties,United States English
female,5feaf2f45c32f1b69693f9fc4b9c60717bf28311385c1a84341654af7d995c798c02b4b90b703c3697afd67290bb5946188bbdff66eb3b42ac866afc3ff8727c,3,2,common_voice_en_39015667.mp3;common_voice_en_39015721.mp3,twenties,
female,57e8fdd24825ff4d5ab613e0187465c98aab8dd0a4a180761975de02bd50fc7ece74dec45495480689fdd36b0c2318719d72493fcc099936b28cb4f8bb442cd9,3,2,common_voice_en_17426004.mp3;common_voice_en_17426006.mp3,thirties,United States English
female,64149c90052dff0e472f8934a5ee91feb82becfa11454ae3520a7797a91f5432126439de5ca1ac745260eed0b079f22b0f1f748a93e29f4bcd4e9dc79bef59f0,3,2,common_voice_en_32794983.mp3;common_voice_en_32794984.mp3,sixties,
female,202804518822992197623d0f8fbe16f2c5813b59d421f882777469ed8831c39498ec81469f65b200ace3b8365ec45ee7c30e9704c656979ab8f16e454ff1c0f2,3,2,common_voice_en_31667119.mp3;common_voice_en_31667122.mp3,teens,
female,4e31606eb0c0c0b05d474203ca8aa61e2ad4d445d9c2d2a2bc36f0cbe38c161bc1baa7daaf908fef3179906fa71f3771223292daae88414e411f9e2a31122e06,3,2,common_voice_en_19934187.mp3;common_voice_en_19934252.mp3,sixties,United States English
female,7248f78f396975929a0166b814d3011d5694603e035ce650a61ad3a9beb6d38d3720b1746f79d01845dcc61ce97dd8b4c54f105cb9a1b9996fc7d260c7b25319,3,2,common_voice_en_18450064.mp3;common_voice_en_18450446.mp3,twenties,United States English
female,53ff60b09c0f4a0c4b5910accf01b6231092f2d77bdd49910793403a013560b8257d530226ae11b0f1d589d6e520aa15859f365b5830d8042e67af45a6902445,3,2,common_voice_en_22045875.mp3;common_voice_en_22045881.mp3,teens,United States English
female,46595de631c8963f36c54005881698d9249726a1f6b92002e9735295aeed1e9f79baf8a4a51c5ce00e41f81ef65691d192463b271b0ccdee0fa7976466312e5c,3,2,common_voice_en_33290227.mp3;common_voice_en_33290228.mp3,twenties,
female,23c57e2ba3e0918e44855a5f5b080ad3686f9f77d4c9f63a5d14252ed4ce4d2c784dcef80ae47f1053873d799d889035429933c5e82c46d0da52cadb5dc41b17,3,2,common_voice_en_37344367.mp3;common_voice_en_37344369.mp3,teens,
female,20fd128eb28b4118ce13aeab3d6d4098d4414f6395c2acd03706a58cce85b794087432a8bed6d209426f13e98164f7e99154a2ad2747fd798113bdd9f7493c34,3,2,common_voice_en_36550094.mp3;common_voice_en_36550095.mp3,twenties,
female,7540b8ef63a0620ddc26e904e8bbf5ffc080f4e234e21a9feb31268d6665e745ee6f4882e45d38d402062d0253ab800c00686951ad529e65fa527a52c0fafc88,3,2,common_voice_en_17147545.mp3;common_voice_en_17147546.mp3,fifties,United States English
female,81b8043236fe76779f2586cd649a7c7274b791249a88919c5a6dfb2b0bdde30ada21eea5d2e926412d40e256c00ddc6caddbe52d56232611016089c98a093ebc,3,2,common_voice_en_17299836.mp3;common_voice_en_17299837.mp3,twenties,
female,05c3a8d92b7534d9a829d88e85600f1a3fa30459cfece9bac4fac06ecf08ab483d29ba534d37ea155738029a8aa86dd08264517855e25dba11d2240fc7f9fa46,3,2,common_voice_en_636858.mp3;common_voice_en_636859.mp3,teens,United States English
female,3ecce10ba7b6bda83222b6c1ad3581bb6b6653ad60939181a537f8f6db7e720064515581fc8ff7a68cca502dd649ec048674cc6591787334dbf60c44a19a329b,3,2,common_voice_en_577490.mp3;common_voice_en_577494.mp3,fifties,United States English
female,51844d6bc8d9d0dcd06ce4828d31e520ac24d9c191d2b818dcdbaf8f09b98a1fc4887b9ca78c0206e0e25c17a491280b3b17bb8bc0b8ce3b59880fba49c8488d,3,2,common_voice_en_17385519.mp3;common_voice_en_17385520.mp3,teens,New Zealand English
female,0eda4a73c6679e8e6414cb88b804ec41685f864abdfa890ff00002394f4bd04c58ad2ad16c9face9b873bd340a5943454d465ef5f75c0d025528376ef3861712,3,2,common_voice_en_577103.mp3;common_voice_en_577106.mp3,teens,United States English
female,49cf4a124a52ba5a4b09aed8bd66447d905f30f2e732b9c3e191ee5a6ea28c7091d82ec119ef4e4d742e45c2a25e5f863b186b5b2b22eaf6c61686074bec26e0,3,2,common_voice_en_27285517.mp3;common_voice_en_27285518.mp3,thirties,
female,7d71ae89f850ab4a3ca82879fe7d183390a92fa91ef164de0dd33aef0ca8e1ecf5ac7aacc7d7e4f3e1a029ad24ba24808adae74c02aeb0d99c591ba8f7eec841,3,2,common_voice_en_23589743.mp3;common_voice_en_23589745.mp3,twenties,
